GSM2858677	GSM2858679	GSM2858680	GSM2858681	GSM2858683	GSM2858684	GSM2858685	GSM2858687	GSM2858689	GSM2858691	GSM2858693	GSM2858695	GSM2858696	GSM2858697	GSM2858698	GSM2858700	GSM2858702	GSM2858703	GSM2858704	GSM2858706	GSM2858708	GSM2858709	GSM2858710	GSM2858712	GSM2858714	GSM2858715	GSM2858717	GSM2858719	GSM2858720	GSM2858721	GSM2858722	GSM2858723	GSM2858724	GSM2858725	GSM2858728	GSM2858730	GSM2858731	GSM2858732	GSM2858733	GSM2858734	GSM2858735	GSM2858736	GSM2858737	GSM2858738	GSM2858740	GSM2858741	GSM2858743	GSM2858744	GSM2858745	GSM2858747	GSM2858750	GSM2858751	GSM2858752	GSM2858753	GSM2858754	GSM2858755	GSM2858756	GSM2858757	GSM2858758	GSM2858759	GSM2858762	GSM2858763	GSM2858764	GSM2858765	GSM2858768	GSM2858769	GSM2858770	GSM2858771	GSM2858773	GSM2858774	GSM2858775	GSM2858776	GSM2858777	GSM2858778	GSM2858779	GSM2858781	GSM2858782	GSM2858783	GSM2858784	GSM2858785	GSM2858786	GSM2858787	GSM2858788	GSM2858790	GSM2858791	GSM2858793	GSM2858794	GSM2858795
54331	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	5	6	6	6	6	6	6	6	6	7	6	7	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	7	6	6	6	7	6	6	6	6	6	6
51637	8	9	7	7	9	7	9	9	8	8	9	9	7	9	9	7	7	7	7	8	7	8	8	8	6	8	8	8	8	9	7	7	9	8	9	8	7	8	7	8	8	8	8	8	7	8	9	6	9	8	7	10	7	9	9	9	8	9	9	8	8	8	8	7	8	8	10	8	9	9	10	8	10	8	9	8	10	8	8	7	7	8	8	8	8	9	8	10
5729	6	5	6	5	6	5	5	5	6	5	5	5	5	6	5	5	5	5	6	5	6	5	5	5	5	5	6	5	5	5	5	5	5	5	5	6	5	6	5	5	5	5	5	5	6	6	6	5	5	5	5	5	5	5	5	5	5	5	5	6	6	5	5	5	6	5	6	5	5	5	5	6	5	5	5	6	5	5	5	5	6	5	6	5	5	6	5	5
5732	5	6	6	6	6	5	6	6	6	6	6	5	6	6	6	6	5	6	5	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	5	6	6	6	5	6	5	6	6	6	6	6	6	6	6	6	6	6	5	6	5	5	5	5	6	6	6	5	5	6	5	6	6	5	5	5	6	6	5	6	6	5	5	6	6	6	6	6	6	6	6	6	6
283554	5	6	5	7	6	5	6	6	5	6	5	5	6	6	6	6	6	6	6	6	6	6	6	5	6	6	5	6	6	5	5	6	6	6	5	5	6	6	6	6	6	6	5	6	6	6	5	6	6	6	5	5	5	5	7	6	6	6	6	6	5	6	6	6	6	6	5	5	6	6	6	6	6	5	5	5	5	5	5	5	6	5	6	6	6	6	5	6
5706	7	8	7	7	8	7	7	8	7	7	7	7	7	7	7	7	7	6	7	7	7	7	9	8	7	7	7	7	8	8	7	7	8	8	9	8	6	8	6	8	7	8	7	8	7	7	8	6	7	8	6	8	7	8	9	8	7	8	8	8	8	7	8	7	7	8	8	8	8	8	8	8	8	7	8	8	8	7	8	6	6	7	8	7	6	8	8	9
6815	8	8	6	7	8	7	7	8	7	7	7	8	7	8	7	7	7	7	7	7	7	7	8	7	7	7	7	7	8	8	7	7	8	8	7	7	7	7	6	8	7	7	7	8	7	7	7	6	7	7	7	8	7	7	8	8	7	8	8	7	7	7	7	7	8	7	9	8	8	8	9	8	8	7	8	7	8	7	8	7	7	7	7	7	7	8	8	9
101927620	5	5	5	5	4	5	5	5	5	5	5	4	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	4	5	6	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	4	4	5	5	5	5	5	5	5	5	5	4	4	4	5	5	5	4	4	5	5	5	4	5	5	5	5	5	4	5	5	5	5	4
1033	7	7	6	7	7	6	7	6	7	6	6	7	7	7	6	7	6	6	7	8	7	6	7	6	6	7	7	6	7	6	6	6	8	7	7	6	6	7	6	7	7	7	6	6	6	6	6	6	6	6	6	7	6	7	7	7	6	8	7	7	7	6	7	6	7	6	6	6	7	7	8	8	8	7	6	8	9	7	7	6	6	6	6	7	6	6	8	8
10668	5	6	5	6	6	5	6	6	6	6	6	5	6	5	6	6	5	6	6	6	6	6	5	5	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	6	6	6	5	5	5	5	6	6	6	5	5	6	5	5	5	5	5	5	5	6	6	5	5	6	5	5	5	5	5	6	5	5	5	5	6	5	5	5	6	6	6	5	5	5	6	5	6
23034	6	7	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	7	6	6	7	7	6	6	6	7	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	7	7	6	6	6	7	6	7	7	6	6	6	6	6	7	6	7	6	7	6	7	7	6	6	7	6	6	7	7	6	6	6	6	7
122809	7	6	6	6	7	6	6	7	7	6	6	7	7	7	6	6	6	7	7	6	6	6	6	6	7	7	7	6	7	6	7	6	6	7	7	6	7	6	6	7	6	6	6	6	6	6	6	6	6	6	6	7	6	6	7	7	6	6	6	6	6	6	6	6	7	7	6	6	7	7	7	6	7	6	7	7	7	6	7	6	6	6	6	6	6	6	7	7
93487	7	8	6	7	8	6	7	8	7	6	7	9	6	8	7	7	6	6	6	8	8	7	8	7	6	6	8	7	8	7	7	6	7	7	8	7	6	7	7	7	7	7	7	7	7	7	8	5	7	8	6	8	7	7	8	7	6	8	8	8	8	7	8	7	8	8	9	8	8	8	9	8	9	7	8	9	8	7	8	7	7	7	8	8	7	9	8	9
3958	10	10	9	10	10	9	9	10	9	9	10	10	9	9	9	10	9	9	9	9	9	9	12	10	9	9	10	9	10	11	9	10	9	9	9	10	9	10	8	10	9	10	9	10	10	10	9	9	10	9	9	9	9	9	9	10	9	10	10	10	10	10	10	9	10	10	10	10	10	9	9	9	10	10	10	10	9	9	9	9	9	10	10	10	9	10	9	10
55030	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	7	6	6	7	6	6	6	6	6	7	6	6	6	6	6	7	7	6	7	7	7	7	6	6	7	6	6	6	6	6	6	6	6	6	6	6	7
3895	8	9	7	7	9	8	8	8	9	8	8	9	8	9	8	9	8	7	8	9	8	8	10	9	8	8	9	8	9	9	9	7	9	9	11	9	8	8	8	9	9	9	9	10	9	9	9	7	9	9	8	10	9	9	10	10	8	9	9	9	9	8	9	8	9	9	10	9	10	10	10	9	9	8	10	11	9	9	9	8	8	8	9	9	8	9	9	10
645683	6	5	5	6	5	5	6	5	6	5	6	5	6	5	6	6	5	5	5	5	5	6	5	5	5	6	6	6	5	5	6	5	5	6	5	5	6	6	6	5	5	5	6	5	6	5	5	6	5	5	6	5	6	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5
57161	5	5	5	5	6	5	6	5	6	6	6	5	5	5	6	6	5	6	6	5	6	5	6	5	5	5	5	6	5	5	6	6	6	5	6	5	6	6	7	6	6	6	5	6	6	6	6	5	6	6	5	5	6	6	5	5	5	5	5	6	5	5	6	6	6	6	6	5	6	7	5	5	6	5	5	6	5	6	5	5	6	6	5	6	5	6	6	6
101927690	5	4	5	6	4	5	4	4	4	4	5	5	5	4	4	4	5	5	6	5	5	5	5	5	5	4	5	5	4	5	5	5	5	5	4	4	6	5	6	4	6	4	5	5	6	5	5	5	4	5	5	4	5	4	4	4	5	5	4	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	4	5	4	4	5	4
54916	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	6	6	5	6	6	6	6	7	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
55745	6	7	6	6	6	5	6	7	7	6	6	6	6	7	7	6	6	7	6	7	6	6	7	6	5	6	6	6	7	6	6	6	6	6	6	6	5	6	6	7	6	6	7	6	6	6	6	5	6	7	6	7	6	6	7	6	5	7	6	6	6	5	6	6	7	6	8	6	7	7	7	6	7	6	7	7	7	6	6	6	6	6	6	6	6	6	6	7
122830	7	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
55860	7	7	6	6	7	6	6	7	6	6	6	7	6	7	6	7	6	6	6	6	7	6	7	6	6	6	6	6	6	7	6	6	7	6	7	6	6	7	6	6	6	6	7	7	6	7	7	6	7	7	6	7	6	6	7	7	6	7	7	7	6	6	6	6	7	7	8	7	7	7	7	7	7	6	7	7	7	6	7	6	6	6	6	6	6	7	7	7
5684	9	9	7	8	10	7	8	10	9	7	8	10	8	10	9	8	7	7	7	9	8	8	10	9	7	8	8	7	9	9	8	7	10	8	10	10	7	9	6	9	8	9	9	9	9	8	9	6	9	10	8	10	7	9	10	9	8	10	9	9	9	7	8	8	9	9	10	9	9	9	11	10	10	8	9	9	10	8	10	8	8	8	9	9	7	10	9	10
5926	6	6	6	6	6	6	6	7	6	6	7	7	6	7	6	6	6	6	7	6	6	6	6	6	6	6	6	6	7	6	7	6	7	7	6	6	6	7	6	7	7	6	7	7	7	6	7	6	6	7	7	6	6	6	7	6	6	6	6	7	7	6	6	6	7	6	7	6	6	7	6	7	7	6	7	6	6	6	6	6	7	7	7	6	6	7	6	6
387990	5	5	5	5	5	6	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	4	4	5	6	5	5	5	5	6	5	5	5	5	5	5	5	6	5	6	5	5	5	5	4	4	5	5	5	6	4	5	4	5	4	5	4	5	5	5	5	5	5	5	5	4	5	4	4	5	4	5	5	5	4	4	5	4	5	5	5	5	5	5	4	5	4
9786	6	7	6	6	7	6	7	7	6	6	7	7	6	7	7	7	6	6	6	7	6	6	7	6	7	6	6	7	6	6	6	6	7	7	6	6	6	7	6	7	6	7	7	7	7	6	7	6	6	7	6	7	6	6	7	6	6	7	7	7	7	6	6	6	7	7	7	6	6	7	7	6	7	6	7	7	7	6	6	7	6	6	7	7	6	7	7	7
51339	6	7	6	6	6	6	6	6	7	6	6	6	6	6	6	7	6	7	6	6	6	6	6	6	6	6	7	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	7	6	6	6	6	6	7	6	7	7	6	6	6	7	6	7	6	6	6	6	6	6	6	6	7	6	7	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6
23002	7	7	6	7	7	6	6	7	6	6	7	6	6	6	7	7	6	6	6	6	6	6	7	6	6	6	7	6	7	7	7	6	6	7	6	6	6	7	6	6	6	7	7	7	7	7	6	6	7	7	6	7	6	6	7	7	6	7	7	6	6	6	6	7	7	8	8	7	7	7	8	7	8	6	8	8	7	7	7	6	6	7	7	7	6	7	6	7
51528	6	7	6	6	7	6	6	7	6	6	6	7	6	6	6	7	6	6	6	6	6	6	6	6	6	6	7	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	7	8	6	7	6	7	6	7	6	7	6	7	6	7	6	6	6	6	6	6	7	6	7
341883	5	5	5	6	5	5	6	5	5	5	5	5	5	5	5	5	5	6	6	5	5	5	5	5	6	6	5	5	5	5	5	5	5	5	5	5	5	6	6	5	5	5	5	5	5	5	5	5	5	5	5	4	5	4	4	4	5	5	5	5	5	5	4	5	5	4	4	4	4	5	4	5	4	5	5	4	4	5	4	5	5	5	5	5	5	4	5	5
64430	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	7	6	6	6	6	6	6	6	6	6	7	6	7	7	6	6	6	6	6	7	7	7	6	6	6	5	7	7	6	7	6	6	7	7	6	7	7	7	6	6	6	6	6	7	7	6	7	7	8	7	8	6	7	7	8	6	7	6	6	6	7	6	6	7	7	8
5494	7	8	7	7	8	6	7	8	7	7	7	8	7	7	7	8	7	6	7	7	7	7	8	7	7	7	7	6	9	8	7	7	7	7	7	8	7	8	6	7	7	8	8	7	7	7	7	7	7	8	7	8	7	7	8	8	7	7	8	7	7	7	7	8	8	8	8	8	8	8	9	8	8	7	8	8	8	7	8	7	7	8	8	8	7	8	8	9
4990	5	5	4	5	5	5	5	5	4	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	4	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	5	5	4	5	5	4	5	5	5	4	5	5	5	5	5	5	5	5	4	5	4
5583	6	6	6	6	7	6	6	6	7	6	7	6	6	6	6	6	6	6	6	6	6	6	7	6	6	7	6	6	6	7	7	6	6	6	6	7	6	6	6	7	7	7	6	6	7	6	7	6	6	7	7	6	6	6	6	6	6	7	6	6	7	5	6	6	6	6	7	6	6	6	6	7	6	6	6	6	6	5	6	6	6	6	7	6	6	7	6	7
83851	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	6	5	5	5	5	5	5	6	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	6	4	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	4	5	5
57381	5	6	5	6	6	5	6	6	6	6	6	5	5	6	6	6	5	6	6	5	6	5	5	5	6	6	5	6	6	6	5	5	5	6	5	5	5	6	5	5	5	5	5	5	6	6	5	6	5	6	6	5	5	5	5	5	5	5	6	5	5	5	5	5	6	5	6	5	6	5	5	5	7	5	6	6	5	5	5	6	6	6	5	5	5	5	6	6
23224	8	7	7	7	8	6	7	8	8	8	8	8	7	8	7	8	7	6	7	8	7	7	8	8	7	8	8	8	7	7	8	6	8	8	8	8	7	8	7	9	8	8	9	8	9	8	8	6	8	8	8	8	7	8	9	8	7	8	9	7	9	7	7	8	8	8	9	9	9	9	9	9	9	7	8	7	7	7	9	8	8	7	8	9	7	9	8	8
4522	8	7	7	8	8	7	8	8	8	7	7	8	8	8	7	7	7	7	7	9	8	8	8	8	7	7	7	8	7	8	7	7	9	7	8	8	7	8	7	8	8	8	9	8	8	7	8	7	8	8	8	8	7	9	9	8	8	9	9	8	8	7	8	8	7	8	8	8	8	8	8	8	9	8	8	8	9	8	8	7	7	7	8	9	8	9	8	9
9495	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	6	4	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	4	5	5	5	5	4	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5
22890	7	7	6	7	8	6	6	7	6	7	7	8	7	7	7	7	6	6	6	6	7	7	7	7	7	7	7	6	6	7	7	7	7	6	7	7	6	7	6	7	6	7	7	7	7	7	7	6	7	7	7	7	7	7	8	7	6	7	7	7	7	7	7	7	8	7	8	7	8	7	8	7	8	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7
3306	6	5	6	6	5	6	6	5	6	6	5	6	6	5	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	6	7	6	5	6	6	6	6	6	6	6	5	6	6	5	6	6	6	6	6	6	6	5	5	5	5	5	5	6	6	6	6	6	7	6	6	6	6	5	6	6	6	9	6	6	6	5	6	6	6	6	6	6	5	6	5
145376	5	5	5	6	5	5	5	5	5	5	5	5	5	5	6	5	5	5	6	5	6	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	4	4	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
26030	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	7	6	6	6	7	6	6	6	6	6	7	6	7	6	6	6	6	6	6	7	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	7	7	7	6	6	6	6	6	7	6	6	7	6	6	6	7	6	7	6	7	7	6	6	6	7	6	6	7	7	6	6
100616490	6	5	5	5	6	6	5	5	5	5	5	5	5	5	5	5	6	5	6	5	6	6	5	6	5	6	5	5	6	6	5	6	6	5	5	5	6	6	6	5	5	5	6	6	6	5	6	6	6	5	6	5	6	6	5	5	5	5	5	6	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	6	5	6	5	5	5	6	5	5	6	5	6	6
2530	6	6	6	6	6	6	6	7	6	5	6	8	6	7	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	7	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	8	6	6	7	6	6	6	6	7	7	6	6	6	6	6	6	6	6	7	7	8	5	6	7	6	6	6	6	6	6	6	6	6	6	7	7	6	6	6	7	6	6
693210	6	5	4	5	5	5	6	5	5	5	5	4	5	4	5	4	4	6	6	5	6	5	4	5	6	5	5	5	4	5	5	5	4	5	4	5	5	5	4	4	5	5	5	4	4	5	5	5	5	4	5	4	6	4	4	4	5	4	4	5	4	4	5	5	5	4	4	4	4	4	4	4	4	5	4	4	4	4	4	5	6	5	5	5	5	4	5	4
440184	5	5	6	6	5	6	5	5	5	5	5	5	6	5	5	5	6	5	5	5	5	5	4	5	5	5	4	5	6	5	5	6	5	6	5	5	5	5	6	5	6	5	6	5	6	5	5	7	5	5	6	5	5	5	5	4	6	4	5	5	5	5	5	4	5	4	4	4	4	5	5	5	4	5	5	4	4	5	4	5	5	5	5	5	5	4	5	4
10243	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6	7	6	6	6	6	6	6	6	6	7	5	6	7	6	7	7	6	6	5	6	6	6	6	6	6	6	6	6	6	6	6
161142	5	5	6	6	5	5	6	5	5	5	5	5	5	5	5	5	5	6	6	5	5	6	5	5	6	5	5	5	5	5	5	6	5	6	5	5	6	6	6	5	5	5	6	5	5	5	5	6	5	5	6	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5
64398	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	6	7	7	7	7	7	7	7	7	7	7	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	8	7	7	7	7	7	8	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7
1965	7	7	7	7	7	6	6	7	7	6	7	7	6	7	7	7	6	6	7	7	7	7	7	7	6	6	7	7	6	7	7	6	8	7	7	7	7	7	6	7	7	7	7	7	7	7	7	6	7	7	7	7	7	7	8	7	6	7	8	7	8	6	7	6	7	7	7	7	7	7	8	7	8	7	8	7	8	7	7	6	7	7	7	7	7	7	7	7
57475	5	6	6	5	6	5	6	5	5	5	5	5	5	5	6	6	5	5	5	6	5	6	6	5	6	5	5	5	5	6	5	5	6	6	6	5	6	5	6	5	5	5	6	6	6	5	5	6	5	6	5	5	5	5	5	6	6	5	6	5	5	5	5	6	5	6	5	5	6	6	5	5	5	6	5	5	5	6	5	5	5	5	5	5	5	5	5	5
384	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
145226	5	5	6	6	5	6	5	5	5	5	5	5	5	5	5	6	6	5	5	5	5	5	5	5	5	6	5	6	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	6	5	5	6	5	6	5	5	5	5	5	5	5	6	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
161159	5	6	6	6	5	6	6	5	5	5	5	5	5	5	5	6	5	6	5	5	6	5	5	5	6	6	5	5	5	6	6	5	5	6	5	5	6	6	6	6	5	5	5	5	6	6	5	6	5	5	6	5	6	5	5	5	6	5	5	6	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	6	5	5	5	5	5	5
55218	6	6	6	6	6	6	6	5	6	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	6	6	6	6	5	6	6	5	6	6	6	6	6	6	6	6	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
57452	5	5	6	5	5	5	6	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	6	5	5	6	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	6	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
55334	7	8	7	7	7	6	7	8	7	6	7	7	6	7	7	7	6	7	7	7	7	7	7	7	6	7	7	7	7	9	7	7	7	7	7	8	7	7	6	7	7	7	7	8	7	7	7	6	7	7	7	7	7	7	8	8	7	8	7	7	7	7	7	7	7	7	9	7	8	7	8	8	8	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7
400224	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	4	4	5	5	5	5	5	5	5	4	4	4	4	5	4	5	5	5	5	4	5	5	5	5	5	5	5	5	4	5	5
9766	7	8	6	6	8	6	6	7	8	7	8	7	7	8	7	7	7	7	6	7	7	6	7	8	6	7	8	7	7	7	8	7	7	7	7	7	7	7	7	8	8	7	8	8	7	8	8	6	8	8	7	8	7	7	9	8	7	7	7	8	8	7	7	7	8	8	8	8	8	8	7	8	8	8	9	8	7	7	8	7	8	8	8	7	7	8	7	9
6430	8	9	8	7	9	8	9	9	9	9	9	9	9	9	9	9	8	7	8	9	9	8	9	9	8	9	9	8	8	9	10	8	9	8	9	9	8	9	7	9	9	9	9	9	9	9	9	7	9	10	9	9	9	9	10	9	8	9	9	9	10	8	9	9	10	10	11	10	10	9	10	9	10	9	10	9	9	9	10	9	9	9	10	10	8	10	9	10
64093	5	6	6	6	5	6	6	5	5	6	5	6	5	6	5	5	6	5	6	5	8	6	5	6	6	5	6	6	6	5	5	6	6	6	6	6	6	6	5	5	6	6	6	5	6	6	5	6	6	5	6	5	6	6	6	6	5	5	7	6	5	6	6	5	6	5	6	6	7	5	6	5	7	5	5	5	6	6	6	5	5	5	5	7	6	5	5	6
8747	5	5	5	5	5	5	5	5	4	5	5	5	5	4	4	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	4	5	4	5	4	4	4	4	5	4	5	4	4	4	4	5	4	4	4	4	4	4	5	4	4	4	5	4	4	4	4	4	4	4	4	4	5	4	4	4	4	4	5	5	6	4	5	5	4	5	5
23508	7	8	7	6	7	7	7	7	7	6	7	7	6	7	7	7	7	7	7	7	6	6	8	8	6	7	6	6	7	7	8	7	7	7	8	6	7	7	7	7	7	8	7	8	7	7	7	7	8	7	7	7	6	6	7	8	7	7	6	6	7	6	7	6	7	8	8	7	9	8	7	8	7	8	6	7	7	6	9	6	6	8	7	6	6	7	6	7
103695436	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	6	5	5	5	5	5	6	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
100506411	7	6	6	6	6	6	6	6	6	6	6	6	7	6	6	7	6	6	5	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	5	6	6	6	6	5	6	6	5	6	6	7	6	6	6	5	7	5	6	6	5	6	6	5	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6	6	5	6	5	6	5	5	6	5	6	5	5	6	6
22990	7	7	6	6	8	7	6	7	8	7	8	8	6	8	7	7	7	6	7	7	7	7	8	7	6	7	7	7	7	7	8	7	8	6	8	8	7	7	6	8	7	8	7	7	7	7	8	6	7	8	8	8	7	7	9	8	7	8	8	8	8	7	7	7	8	7	9	8	8	8	8	8	8	7	8	8	8	7	8	7	7	7	8	8	7	8	8	9
319139	6	6	4	5	5	5	5	4	5	6	5	5	5	5	5	5	4	5	5	5	5	5	4	4	5	5	5	5	4	4	5	5	5	6	5	4	4	4	5	5	6	5	5	5	4	4	5	4	5	5	5	5	6	4	5	5	4	5	4	5	4	4	4	4	5	5	5	6	6	6	6	4	7	4	5	5	5	4	5	5	5	4	5	5	4	5	5	5
26037	7	7	6	6	7	6	7	6	7	7	7	7	6	7	6	6	6	6	6	6	6	6	8	6	6	6	7	7	7	6	7	6	7	6	7	7	6	6	6	7	6	7	6	7	6	7	7	6	7	6	6	7	7	7	8	7	6	7	7	7	6	6	7	7	6	7	7	7	7	7	8	7	8	7	7	7	7	6	7	6	6	7	7	7	6	7	7	8
9628	5	5	6	5	5	6	5	5	5	5	5	5	5	5	5	6	6	6	5	5	5	5	5	5	6	6	5	5	6	5	5	6	5	5	5	5	6	6	6	5	5	5	5	5	6	5	5	6	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
26094	6	7	6	6	6	6	6	7	6	6	7	7	7	7	6	7	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	7	6	6	7	6	6	6	6	7	6	6	6	6	6	6	7	7	6	7	6	7	6	7	7	6	6	6	7	6	6	6	6	6	7	8	6	7	7	6	6	7	7	6	7	6	6	6	6	6	6	6	6	6
58517	10	9	8	7	10	8	9	10	9	9	9	10	9	10	9	10	9	8	8	9	9	8	9	9	8	8	10	8	9	8	10	8	10	9	10	9	8	9	8	10	9	10	10	10	9	10	10	7	9	10	9	9	9	9	10	10	8	9	10	10	10	8	9	9	10	10	10	10	10	11	11	10	10	9	10	10	10	9	10	9	9	9	10	9	9	10	9	10
5663	6	7	6	6	7	6	7	7	7	7	7	7	6	7	7	7	7	7	7	7	7	6	8	7	6	7	7	7	6	7	7	7	8	7	7	7	7	7	6	7	7	7	7	7	7	7	7	6	7	7	7	7	7	7	8	8	7	7	7	7	7	7	7	7	7	7	8	7	8	7	8	7	7	7	8	7	8	7	7	7	6	7	7	7	7	8	7	8
