GSM2858677	GSM2858679	GSM2858680	GSM2858681	GSM2858683	GSM2858684	GSM2858685	GSM2858687	GSM2858689	GSM2858691	GSM2858693	GSM2858695	GSM2858696	GSM2858697	GSM2858698	GSM2858700	GSM2858702	GSM2858703	GSM2858704	GSM2858706	GSM2858708	GSM2858709	GSM2858710	GSM2858712	GSM2858714	GSM2858715	GSM2858717	GSM2858719	GSM2858720	GSM2858721	GSM2858722	GSM2858723	GSM2858724	GSM2858725	GSM2858728	GSM2858730	GSM2858731	GSM2858732	GSM2858733	GSM2858734	GSM2858735	GSM2858736	GSM2858737	GSM2858738	GSM2858740	GSM2858741	GSM2858743	GSM2858744	GSM2858745	GSM2858747	GSM2858750	GSM2858751	GSM2858752	GSM2858753	GSM2858754	GSM2858755	GSM2858756	GSM2858757	GSM2858758	GSM2858759	GSM2858762	GSM2858763	GSM2858764	GSM2858765	GSM2858768	GSM2858769	GSM2858770	GSM2858771	GSM2858773	GSM2858774	GSM2858775	GSM2858776	GSM2858777	GSM2858778	GSM2858779	GSM2858781	GSM2858782	GSM2858783	GSM2858784	GSM2858785	GSM2858786	GSM2858787	GSM2858788	GSM2858790	GSM2858791	GSM2858793	GSM2858794	GSM2858795
158376	5	4	5	6	5	5	5	5	5	5	6	4	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	6	5	5	4	5	6	5	5	5	5	5	5	5	5	4	4	6	4	5	5	5	6	4	5	4	5	4	5	5	5	5	6	5	4	5	4	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	6
8434	5	6	6	6	6	6	5	6	6	6	6	5	5	6	6	6	5	6	5	5	6	5	6	5	6	6	6	6	5	6	6	6	5	5	6	5	6	6	6	6	5	6	5	6	6	6	6	6	6	6	6	6	6	5	7	6	6	6	6	6	6	6	6	6	6	6	6	5	7	6	7	6	7	5	6	6	6	6	6	5	6	6	5	6	6	7	6	6
152007	7	7	7	7	7	6	6	7	7	6	9	7	6	7	7	7	6	6	7	7	6	6	7	8	6	7	7	6	7	6	7	6	6	6	8	6	6	7	6	7	6	8	7	7	6	7	7	6	6	7	7	8	7	6	7	6	7	7	6	7	7	7	7	7	7	6	7	6	7	7	8	7	7	6	6	7	7	6	8	8	7	6	7	7	7	8	7	7
881	5	5	5	7	5	6	5	5	4	5	5	5	5	5	5	4	5	5	6	5	5	5	5	4	5	6	5	5	5	5	6	6	5	5	5	5	6	5	6	5	6	5	5	5	5	4	5	5	4	4	5	4	6	5	4	5	5	4	4	5	5	5	5	5	4	4	4	4	4	5	5	4	4	5	4	4	4	4	4	4	5	5	5	4	4	4	4	5
1211	9	9	8	8	10	9	8	9	8	8	9	9	9	9	9	8	9	9	8	9	8	8	10	9	7	9	9	8	9	8	8	7	9	8	9	8	8	9	8	9	8	9	9	9	9	8	10	8	9	8	9	10	8	10	9	10	8	9	9	9	9	9	9	9	9	9	9	10	9	10	10	9	9	9	9	9	10	10	10	8	8	9	9	9	9	10	9	9
9833	7	6	6	7	8	7	7	6	6	6	7	7	7	7	7	6	7	6	7	7	7	7	6	7	6	7	7	6	6	6	6	6	7	6	7	7	6	6	6	6	7	7	7	6	7	6	7	6	6	6	6	8	7	8	8	8	6	7	7	6	6	6	7	7	7	6	5	9	7	8	8	8	7	7	6	7	9	8	9	6	6	7	6	7	6	8	7	7
100506710	8	7	7	7	8	7	7	8	7	7	8	8	8	8	8	7	8	7	7	6	7	7	8	8	7	8	8	6	8	8	8	6	7	7	7	7	7	7	6	7	7	7	7	7	7	9	8	6	9	8	7	8	7	9	8	9	7	8	8	8	8	8	7	9	8	8	9	9	8	8	8	8	8	8	8	7	9	8	9	7	7	7	8	8	8	9	8	8
9380	6	6	6	6	7	7	6	6	6	6	7	6	6	7	7	6	6	6	6	6	6	6	7	7	6	6	6	6	7	6	6	6	6	6	7	6	6	6	6	6	6	6	6	7	6	6	7	6	6	6	6	7	6	7	7	7	6	7	6	6	6	6	6	6	6	6	6	7	7	7	7	7	6	7	7	6	7	7	7	6	6	6	6	7	6	7	7	7
22844	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	6	4	5	5	4	4	5	5	5	5	5	5	4	4	4	4	4	4	4	4	5	4	4	4	6	4	5	5	5	4	5	5	4	5	4
158234	7	7	7	7	7	8	7	7	7	8	8	8	8	8	7	7	8	7	7	7	7	7	7	8	8	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	7	8	7	8	8	8	7	8	7	7	8	7	8	8	7	7	7	7	7	8	8	7	8	8	8	8	8	8	9	8	8	7	8	8	7	8	8	8	8	7	7	8	8	8	8	8	8
79269	7	6	6	7	7	6	6	6	6	6	7	7	6	7	7	6	6	6	6	6	7	6	7	7	6	6	7	6	7	6	6	6	6	6	7	6	6	6	6	7	6	7	6	6	6	6	7	5	7	6	6	7	6	7	7	7	6	7	7	6	6	7	6	7	7	7	7	8	7	8	7	7	7	7	7	6	9	7	8	6	6	6	7	7	6	7	7	7
219	7	6	6	7	7	6	6	6	6	6	9	7	6	6	6	6	6	6	6	6	6	7	6	6	6	6	7	6	6	6	6	6	6	6	7	6	7	7	6	6	6	6	6	6	6	7	6	6	7	6	6	7	6	7	7	7	6	7	6	7	6	9	6	6	6	6	6	7	7	6	7	7	8	7	7	8	8	7	7	6	6	6	6	6	7	7	6	7
105379444	6	5	7	8	5	5	6	5	5	5	5	5	5	5	5	6	7	5	6	5	6	5	6	6	7	6	5	5	5	5	5	6	5	6	5	5	5	7	6	5	5	5	5	5	6	6	5	7	4	6	5	4	6	5	4	5	6	4	5	5	6	7	6	5	5	5	4	4	4	4	4	4	4	5	5	5	4	5	4	5	5	5	5	5	5	4	5	5
647060	6	5	7	7	5	7	6	5	5	5	6	6	6	6	5	6	7	6	6	6	6	6	6	5	7	6	5	6	6	6	6	7	6	6	6	6	7	6	6	6	6	6	6	6	7	6	5	7	5	6	6	5	6	5	5	5	7	5	5	5	7	7	7	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	6	6	6	5	5	6	5	5	5
653123	5	5	6	7	5	5	4	5	4	5	4	5	6	4	5	4	5	5	5	6	5	5	5	5	6	4	5	5	4	5	5	6	5	5	4	5	5	6	5	5	5	5	4	5	6	5	5	6	4	4	5	5	4	4	4	4	5	4	4	4	5	6	5	5	5	4	4	4	4	4	4	4	4	4	5	4	4	4	4	5	5	5	5	4	4	4	5	4
79937	5	6	6	7	6	7	6	4	6	6	6	5	5	5	5	6	6	5	5	5	6	5	4	5	6	6	7	6	5	5	4	5	5	5	5	5	5	6	5	5	5	5	5	5	6	5	5	6	5	5	5	4	4	5	5	4	6	5	6	5	5	6	5	5	5	5	5	5	6	5	4	4	4	6	5	5	5	4	5	5	5	5	5	6	5	5	6	5
728577	6	7	9	9	8	9	7	6	9	7	7	8	6	7	7	7	8	7	6	7	7	6	7	6	6	7	8	7	7	7	7	7	7	5	8	7	7	10	6	8	7	7	6	7	7	6	7	9	6	7	6	6	7	7	6	6	9	6	8	7	9	8	8	7	5	6	7	6	8	6	6	6	6	7	6	6	6	7	6	6	6	5	6	7	6	6	9	8
653427	6	6	8	8	6	7	6	6	6	6	5	6	7	5	6	6	7	6	6	6	6	6	6	6	7	5	6	6	6	6	6	7	6	6	6	6	6	6	7	6	6	6	6	6	7	6	5	7	6	6	5	5	6	6	5	6	7	6	6	5	7	7	7	6	6	5	6	5	6	6	6	5	5	6	6	6	5	6	6	6	6	6	6	6	6	6	6	6
100131997	8	6	8	8	7	8	7	6	6	7	6	7	7	7	6	8	8	8	7	8	8	7	7	6	8	6	7	8	7	7	7	8	7	6	7	7	7	8	7	8	7	8	8	7	8	7	7	8	7	7	7	8	7	7	7	6	8	7	7	6	8	8	8	7	7	6	6	7	7	9	7	7	7	8	8	6	7	9	7	7	7	6	7	7	9	7	7	6
103352539	8	7	9	11	8	9	8	8	7	8	7	8	8	8	7	8	9	8	8	9	8	9	8	8	9	8	7	8	7	8	7	9	8	8	8	9	8	9	8	8	8	9	7	7	9	8	8	9	8	7	8	8	8	8	8	9	9	7	8	7	9	9	9	8	8	8	8	8	7	9	7	8	7	8	9	8	9	10	8	9	7	7	8	8	8	8	8	8
101929583	6	5	8	9	5	7	6	6	5	6	6	6	6	6	6	6	7	6	6	6	6	6	7	6	7	5	6	6	5	6	6	7	6	5	6	6	6	7	6	6	6	6	6	6	6	6	6	7	6	6	5	5	6	6	6	6	6	6	5	5	7	7	7	6	6	6	6	6	5	5	6	7	6	6	5	6	6	6	6	6	6	6	6	6	6	6	6	5
572558	7	6	12	11	6	9	6	6	6	6	7	7	8	6	7	7	10	7	8	7	8	6	8	7	10	6	6	7	6	7	7	9	7	6	7	7	9	10	6	9	7	7	7	7	10	6	7	10	7	7	8	6	7	7	6	6	9	6	6	6	9	10	10	8	8	6	7	6	6	6	6	6	6	7	6	7	6	7	7	8	7	7	7	7	8	6	7	7
286380	6	6	7	7	6	7	6	5	6	6	5	5	6	6	6	6	6	7	6	6	6	6	6	6	7	5	6	6	6	6	6	7	6	6	6	6	6	7	6	7	6	6	6	6	7	6	6	7	5	5	6	6	5	6	6	6	7	5	6	5	7	7	7	6	6	6	6	6	5	6	6	6	6	6	6	6	5	6	6	6	6	5	6	6	6	5	5	5
8395	5	5	5	6	5	5	5	5	5	5	5	6	7	5	5	5	5	5	5	5	5	5	6	5	6	6	5	5	6	5	5	6	5	6	5	5	5	5	6	5	5	5	6	5	5	5	6	5	5	5	5	5	5	4	5	5	5	4	5	5	5	5	5	5	5	6	6	4	5	5	5	5	4	5	5	4	5	4	5	5	6	5	5	5	5	5	5	5
116224	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	5	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	6	6	5	6	5	6	6	5	6	6	7	5	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	7	6	6	6	7	6	6	6	7	6	7	6	6	6	6	6	6	6	6	6	6	6
2395	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	7	7	6	6	6	6	6	6	6	6	6	6
9413	6	5	6	7	5	5	7	5	6	6	5	5	5	5	6	7	6	6	6	5	5	5	5	6	5	5	6	6	6	5	6	6	6	6	6	5	6	6	6	5	6	5	6	5	6	5	5	6	6	5	5	5	6	5	6	5	5	5	6	5	6	6	6	8	5	7	6	6	7	5	7	5	6	5	5	6	7	6	5	6	5	5	5	6	5	5	5	6
138255	5	5	5	6	5	5	6	5	5	5	5	5	6	5	5	5	5	6	6	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	4	5	5	5	5	5	5	4	6	5	5	5	4	4	5	5	4	5	5	5	5	5	5	4	4	4	4	4	5	4	4	5	5	5	4	5	4	5	5	5	5	5	5	4	5	5
256691	6	5	6	6	5	5	5	5	5	6	5	5	5	5	6	5	6	6	6	5	6	5	6	5	6	5	5	5	5	6	5	6	6	5	5	5	5	6	6	5	5	6	5	6	6	5	5	5	6	5	6	5	6	5	5	5	5	5	5	5	5	5	5	5	6	6	6	5	5	5	5	8	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6
23137	9	8	8	8	8	8	8	9	9	9	8	9	9	9	8	9	9	8	8	8	8	8	9	8	7	8	8	9	7	8	8	7	10	8	10	9	8	8	8	8	8	9	9	8	9	9	8	7	9	8	8	8	8	8	10	9	8	8	9	8	9	9	9	9	8	9	9	9	9	9	11	10	9	9	9	10	11	10	9	8	7	8	8	9	9	9	9	10
9615	5	5	6	6	5	6	5	5	5	5	5	5	5	5	5	5	6	6	6	5	5	5	5	5	6	6	5	5	5	5	5	6	6	5	5	5	6	5	6	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
100507540	6	5	6	6	6	6	5	6	5	5	6	6	6	5	5	5	6	6	6	6	6	6	5	5	6	5	6	6	6	6	5	6	5	5	5	6	6	6	6	5	6	5	6	5	6	6	5	6	5	6	6	5	6	5	5	5	5	5	5	5	6	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	6	6	5	5	6	5	5	5
117531	5	5	6	6	5	6	5	5	5	5	5	5	5	5	5	5	6	6	6	5	5	5	5	5	6	5	5	6	5	5	5	6	5	5	5	5	6	6	6	5	5	5	6	6	6	5	5	6	5	5	5	5	5	5	5	5	6	5	5	5	6	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5
301	7	7	8	7	8	7	8	7	10	7	10	8	9	11	8	9	9	7	7	6	8	7	9	8	6	7	8	8	6	7	7	7	11	7	11	7	8	8	7	8	6	9	8	8	8	9	8	6	10	8	8	8	8	7	9	10	7	8	7	8	7	9	10	8	8	8	9	8	10	7	10	8	9	8	8	8	12	7	10	7	7	7	8	7	7	9	10	9
101927358	4	5	6	5	5	6	5	4	5	5	6	5	5	5	6	5	6	7	6	5	5	5	4	5	6	4	5	6	5	4	6	6	4	6	5	5	6	6	7	5	6	4	5	5	5	5	4	7	4	4	6	4	6	5	4	4	5	4	5	5	4	5	5	5	5	4	4	5	4	4	4	4	4	5	5	4	4	5	5	5	5	4	5	5	5	4	4	4
6096	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	4	5	4	4	4	5	5	4	5	5	5	5	4	5	5	5	4	5	4	4	5	4	5	5	4	4	5	4	5	5	5	5	5	5	4	5	5
26578	8	7	7	7	8	8	7	8	8	7	7	8	7	8	7	7	8	7	7	8	7	7	9	8	7	8	7	7	8	8	7	7	8	8	9	8	8	8	7	8	7	8	7	8	8	8	8	7	8	8	8	8	7	9	8	9	7	8	8	8	8	7	8	7	8	8	9	8	8	8	9	8	9	8	8	8	9	7	8	7	8	8	9	8	8	8	8	9
5125	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
2650	6	6	7	7	6	6	6	7	6	6	7	6	6	6	6	8	6	6	6	6	6	7	6	6	6	6	6	7	6	6	6	6	6	8	7	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	7	7	6	6	6	6	7	6	6	7	6	6	8	6	6	7	7	7	7	8	6	6	7	8	7	7	6	6	6	6	7	6	7	6	7
50652	6	5	6	7	6	6	6	5	5	6	5	6	6	6	5	5	7	5	5	6	6	5	5	5	6	6	5	5	6	5	6	5	5	6	5	6	7	6	6	5	6	5	5	5	7	5	5	7	5	5	7	4	6	5	5	5	6	4	6	5	5	6	6	5	5	4	4	5	4	4	5	4	5	5	5	5	4	6	5	5	5	4	5	5	5	5	5	5
442425	5	5	5	4	5	4	5	4	4	4	4	4	5	4	4	5	4	4	5	4	5	4	5	4	4	5	4	4	5	4	4	4	4	5	4	4	5	5	4	4	5	4	5	4	4	5	4	5	4	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	4	5	4	4	4	5	4	5	4	4	5	4	4	4
23230	7	6	6	7	8	6	7	7	8	6	7	7	6	7	7	6	7	7	6	7	7	7	7	7	7	7	7	6	6	6	6	6	8	6	7	7	6	6	6	7	7	7	7	7	7	7	7	6	7	7	7	7	6	8	8	8	6	7	7	6	7	6	8	7	7	7	7	7	7	8	9	7	7	7	8	7	9	7	7	7	6	6	7	7	7	8	7	8
84131	6	5	6	6	7	6	6	6	6	5	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	5	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	5	6	6	6	6	5	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6
29968	8	6	8	8	7	7	7	8	7	7	6	8	8	6	7	7	9	7	6	7	8	7	9	8	8	7	7	7	7	7	7	7	10	7	9	8	7	8	7	8	7	9	7	7	8	7	8	8	9	7	7	8	7	11	8	9	8	9	7	8	8	7	8	7	7	7	7	8	7	7	9	7	8	9	8	8	10	9	8	8	7	6	8	7	8	7	7	10
7091	6	6	6	6	7	6	6	6	6	6	6	7	6	7	6	6	6	6	6	6	6	7	6	6	6	7	6	6	6	6	6	6	7	6	6	7	6	7	6	6	6	7	6	7	6	7	7	6	7	6	6	6	6	7	7	6	6	6	6	6	7	6	6	6	7	6	7	7	6	7	7	6	6	6	6	6	7	6	7	7	7	6	7	7	7	7	7	7
101927502	5	5	5	5	5	6	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	6	5	6	5	5	5	4	5	5	5	5	6	5	5	5	4	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	4	4	5	5	4	4	5	5	5	5	5	4	5	5	4	5	4
347127	5	5	7	6	5	6	5	5	5	5	5	5	5	5	5	6	7	7	6	6	6	6	4	5	6	5	5	6	5	5	5	6	6	6	5	5	6	5	6	5	5	5	5	5	6	5	5	7	5	5	6	5	5	5	4	5	6	5	5	5	6	5	5	5	5	5	4	5	4	4	4	4	4	5	5	5	4	5	5	5	5	5	5	5	5	4	5	4
389761	5	5	6	6	4	6	5	5	4	5	5	4	6	5	5	5	6	5	4	5	5	5	4	5	5	6	4	5	5	4	5	5	5	6	4	5	5	4	6	4	6	4	6	4	6	4	4	6	4	4	6	4	5	4	4	4	5	4	4	5	5	6	5	4	5	4	4	4	4	4	4	4	4	5	4	4	4	5	5	5	5	5	5	4	5	4	5	4
389763	5	6	6	5	6	7	6	5	5	6	5	5	5	5	5	6	6	6	5	5	6	5	5	5	6	6	5	6	5	5	6	5	5	6	5	5	6	6	7	5	6	5	6	6	6	5	5	7	5	6	6	4	5	5	4	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	4
414328	6	7	7	6	7	7	7	7	7	7	6	7	6	7	6	7	7	6	7	7	6	6	6	6	7	7	7	6	6	6	7	7	7	6	7	6	7	6	6	7	7	6	7	6	6	6	6	7	6	6	6	6	7	7	7	6	6	6	6	6	7	6	7	7	7	7	7	7	6	6	7	7	6	7	6	7	6	7	6	7	7	7	7	7	7	6	7	6
105376114	7	7	7	8	6	7	7	7	6	6	6	7	7	6	6	7	7	6	7	6	6	6	7	6	7	7	7	6	6	7	6	7	6	6	6	7	7	7	6	6	7	6	6	6	7	7	6	7	7	6	7	6	7	7	6	6	7	6	6	6	7	7	7	6	6	6	6	6	6	6	6	6	6	6	6	7	6	7	6	6	6	6	6	6	6	6	6	6
80010	6	6	7	7	6	6	6	6	6	6	6	6	7	6	6	6	7	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	7	6	6	6	6	7	6	6	6	6	6	6	6	6	6	7	6	6	6	6	7	7	6	6	6	6	6	6	6	7	7	6	6	6	6	6	6	6	6	7	7	6	7	7	7	6	6	6	7	6	7	7	6	6	6
101927575	6	6	6	7	5	7	5	5	5	5	5	6	5	5	5	6	6	6	5	5	6	6	5	5	6	6	5	6	6	5	5	6	5	6	5	5	6	6	6	5	6	5	6	5	7	5	5	7	5	5	6	5	6	5	5	5	6	5	5	5	6	6	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	6	5	5	5
4915	5	5	6	6	5	6	6	5	6	6	5	5	6	5	6	6	6	6	6	6	6	5	5	5	6	6	6	7	6	5	5	6	8	5	6	5	6	6	6	5	5	5	6	5	6	6	5	6	5	5	6	6	5	6	5	5	5	5	7	5	6	6	6	5	6	5	6	5	6	5	7	5	5	5	5	5	7	6	5	6	5	5	5	6	7	6	5	7
60560	7	7	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	8	7	7	7	7	7	7	7	7	7	7	7	6	8	7	7	8	7	8	8	8	7	7	7	7	7	7	8	7	7	7	8	8	7	7	8	8	7	8	8	8	9	7	7	7	7	7	7	7	7	7	7	8
100506834	5	5	6	5	5	6	5	5	5	5	6	5	5	5	5	5	5	5	6	5	5	4	5	5	6	6	5	5	5	5	5	5	5	6	5	5	6	5	6	5	6	5	6	5	6	5	5	6	5	5	6	5	6	5	5	5	6	5	5	5	5	5	6	4	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5
401535	5	5	5	6	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	4	5	5	5	5	5	6	4	5	4	5	4	5	5	5	4	5	4	5	5	4	5	5	4	5	5	5	5	5	4	5	4	4	4	4	4	4	4	4	5	4	5	4	5	4	5	5	5	5	4	5	4	5	4
1612	7	7	7	6	7	6	6	7	7	7	7	7	6	7	6	7	7	6	6	6	6	6	8	6	6	6	7	6	6	7	6	6	6	6	7	6	6	6	6	8	7	7	6	6	6	7	7	6	9	7	6	8	7	8	7	7	6	7	7	7	7	6	7	7	6	8	7	8	7	7	7	9	7	8	6	7	7	7	7	7	7	7	7	8	7	7	6	8
100506897	9	8	8	8	8	8	8	8	8	8	8	8	8	8	7	8	8	8	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8
1514	7	8	7	7	9	8	7	8	7	7	7	8	7	8	7	7	7	7	7	8	7	7	11	8	7	7	8	8	7	7	7	7	8	7	9	8	8	7	7	7	8	9	7	8	7	9	8	7	8	8	7	9	8	9	9	9	8	9	8	9	8	7	8	7	7	9	8	10	8	7	8	8	9	8	8	7	8	9	10	7	7	7	9	8	7	9	9	9
392360	5	5	6	6	5	6	5	5	5	5	5	5	5	5	5	5	6	5	5	6	5	5	6	5	6	5	6	5	5	5	5	6	5	5	6	5	6	5	5	5	5	6	5	5	6	5	5	6	5	5	5	5	5	5	5	5	5	5	5	4	6	6	6	5	5	5	5	5	4	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5
286234	4	5	5	5	5	5	5	4	5	5	5	4	5	5	4	5	5	5	5	4	5	5	5	5	5	5	4	5	5	5	5	5	5	5	4	4	5	5	5	4	5	5	5	5	5	4	5	6	4	4	5	4	5	4	4	4	5	4	4	4	5	5	5	5	5	4	4	4	4	4	4	4	4	5	4	4	4	5	4	5	5	4	4	4	5	4	5	4
441452	5	5	6	6	5	6	5	4	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	6	5	5	6	5	6	5	7	5	5	5	5	6	6	6	6	5	5	5	5	7	5	5	7	5	5	5	4	5	5	4	4	6	4	5	5	6	6	7	5	5	5	4	4	5	4	4	4	5	5	4	5	4	5	4	5	5	5	5	5	5	4	5	5
10927	8	8	8	8	9	8	8	9	9	9	8	8	9	8	8	9	9	8	8	8	8	8	8	8	8	8	9	9	8	8	8	8	9	8	8	9	8	8	8	8	8	9	9	9	8	8	8	7	9	9	9	9	8	10	9	9	8	9	9	8	8	8	10	9	8	9	9	9	9	9	10	9	9	9	9	8	10	9	9	8	8	8	9	9	8	9	8	10
1164	9	7	8	7	9	7	8	8	9	6	8	9	8	10	8	6	7	7	6	9	7	7	9	8	7	7	8	7	6	7	5	7	11	7	8	12	6	7	5	7	8	10	7	7	7	7	8	6	9	8	8	10	7	12	8	10	8	10	10	8	7	7	10	7	7	8	7	9	8	9	9	10	9	9	7	8	13	9	9	7	7	7	8	9	7	8	7	11
100422936	8	7	8	8	8	9	8	7	8	8	8	7	9	7	7	8	8	10	8	7	8	8	7	8	9	9	8	8	8	8	8	8	8	8	7	7	9	8	9	8	8	9	8	8	9	7	7	9	7	7	10	6	7	8	7	8	9	7	7	8	7	7	8	8	7	7	6	7	7	7	6	7	7	8	7	7	7	9	7	8	8	8	8	8	8	6	8	6
79048	7	7	7	6	7	7	8	8	8	8	7	8	8	8	7	7	8	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	8	7	7	8	7	7	7	7	7	8	8	7	7	8	8	7	7	8	7	8	7	8	8	8	7	8	7	7	8	7	8	8	8	8	8	8	8	8	9	9	8	8	8	8	9	8	8	8	7	8	8	8	7	8	7	9
10912	6	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	6	5	5	5	5	5	6	6	5	5	6	6	5	6	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	6	6	6	6	6	6	5	5	5	5	6	5	6	5	6	6	6	5	5	5	5	5	6	5	6	6	5	5	6
100129066	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	4	5	4	5	5	5	5	5	4	5	5	5	5	5	5	5	4	5	5	5	5	6	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	5	5	5	5	5	4	5	4	5	5	5	5	5	5	5	5	5
6850	7	6	7	6	7	6	6	7	7	6	7	7	7	8	6	6	7	6	6	6	6	6	7	7	6	7	7	6	6	6	6	6	7	6	6	7	7	6	6	7	6	7	6	6	6	7	8	6	7	7	7	7	6	8	7	6	6	7	6	7	7	6	7	7	7	7	8	6	7	7	7	7	7	7	7	6	7	6	6	6	7	6	7	7	6	8	7	8
100129347	6	6	7	6	5	6	5	5	6	6	6	6	5	5	5	5	6	7	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6	5	6	5	5	5	6	5	5	7	6	5	6	5	6	5	5	6	6	5	5	5	5	5	6	6	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	6	6	6	6	5	6	5	5	6
100500821	6	6	8	6	6	8	6	5	5	6	8	6	8	7	7	8	8	6	7	6	6	8	7	8	8	9	6	6	8	8	8	8	8	8	8	8	8	8	8	8	9	7	8	8	8	8	8	9	8	8	8	7	7	8	7	7	8	8	8	8	8	8	7	8	8	7	6	6	7	7	6	7	7	8	8	7	7	9	8	8	8	9	8	7	9	6	9	6
401541	7	6	6	6	6	6	7	6	7	6	6	6	7	6	6	6	7	6	6	6	7	6	7	6	6	6	6	6	6	6	6	6	7	6	6	7	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	7	6	8	7	7	6	7	6	6	6	6	7	7	6	6	6	7	6	6	7	7	7	7	6	6	7	7	6	6	6	6	6	7	6	6	6	7
89846	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	7	6	6	6	6	7	6	6	7	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	7
