GSM2858678	GSM2858682	GSM2858686	GSM2858688	GSM2858690	GSM2858692	GSM2858694	GSM2858699	GSM2858701	GSM2858705	GSM2858707	GSM2858711	GSM2858713	GSM2858716	GSM2858718	GSM2858726	GSM2858727	GSM2858729	GSM2858739	GSM2858742	GSM2858746	GSM2858748	GSM2858749	GSM2858760	GSM2858761	GSM2858766	GSM2858767	GSM2858772	GSM2858780	GSM2858789	GSM2858792
23443	5	5	5	6	5	5	5	5	5	5	4	5	5	5	5	5	6	4	4	5	4	5	5	5	5	5	5	5	5	6	6
101928334	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	4	4	5	4	4	4	5	4
55599	8	8	7	9	7	8	7	8	8	6	7	9	8	7	8	7	9	8	7	8	8	7	8	7	8	8	7	9	8	9	9
22854	5	5	4	5	4	4	5	5	5	5	5	5	5	5	6	4	5	4	5	5	5	5	5	4	5	5	5	5	4	5	5
2948	6	6	6	8	7	7	7	6	7	6	6	6	7	6	6	7	6	6	6	7	6	6	6	6	7	7	7	7	6	6	6
3749	5	6	6	6	6	6	6	6	6	5	6	6	6	6	6	5	6	6	5	6	6	6	5	5	6	6	6	6	7	6	6
101929147	6	6	6	6	6	6	6	6	5	6	6	5	6	6	6	6	6	5	6	5	6	6	6	5	5	6	5	6	6	6	6
400818	19	18	18	18	18	18	18	16	18	18	19	18	18	17	18	18	17	18	18	18	17	17	18	19	17	18	18	18	18	18	18
9659	8	7	7	7	7	7	8	6	8	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	6	7	6	7
100132406	14	13	13	15	12	12	13	8	15	12	14	9	12	10	9	11	9	10	12	11	9	10	10	14	11	14	15	11	12	11	10
645166	7	7	7	7	7	7	7	7	7	6	7	7	7	7	6	9	6	7	7	7	7	7	7	8	6	7	7	7	7	7	6
57234	7	7	5	5	7	6	5	7	5	6	6	6	6	6	6	5	7	5	5	5	7	5	6	6	5	7	6	5	6	6	6
79005	8	7	8	7	7	7	7	7	7	7	8	7	7	7	7	9	8	8	7	9	7	6	7	7	9	7	8	8	9	8	8
26239	6	7	6	6	7	7	7	6	6	6	6	7	6	5	6	6	6	6	7	6	6	6	6	8	7	8	8	7	6	7	6
101928059	6	5	4	5	6	5	5	5	6	5	6	4	5	5	5	4	4	5	5	5	4	6	5	5	4	5	5	4	4	4	5
64218	8	8	7	8	7	7	8	7	7	7	7	6	8	7	7	6	7	7	8	6	6	6	7	8	6	8	8	7	6	7	7
5087	7	6	7	7	6	6	7	6	6	6	6	7	7	6	6	5	6	8	7	7	7	7	6	6	6	5	6	7	5	6	6
400798	6	5	5	5	5	5	6	5	5	5	5	5	6	5	6	5	5	6	6	5	6	5	5	5	5	5	6	5	5	5	5
148753	4	5	4	4	5	5	5	5	5	5	4	5	5	5	5	5	4	5	5	5	4	5	5	5	4	5	5	4	5	4	5
105371653	5	5	5	5	5	5	6	5	4	4	5	5	4	5	5	4	4	4	5	4	4	6	5	5	4	5	5	4	4	4	4
6233	15	15	15	15	13	13	12	13	15	15	15	15	15	14	15	15	14	15	13	15	15	11	13	14	14	14	13	15	16	15	15
4194	10	9	9	9	8	9	9	9	9	9	8	9	9	9	10	9	10	9	9	9	9	8	8	8	10	9	9	11	12	10	10
84976	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	6	6	6	5	5	5	5	5	5	5	5	5
149111	6	7	5	5	6	5	7	5	5	5	6	6	5	5	5	5	5	5	6	6	5	5	5	6	5	6	6	5	6	5	5
105373289	7	8	6	7	7	6	7	7	7	6	6	5	6	7	6	6	6	6	6	5	6	7	6	6	6	7	7	6	5	6	6
1131	5	6	6	5	5	5	6	6	5	5	5	5	6	5	5	4	6	6	5	5	5	5	5	6	6	5	5	6	4	5	5
677784	7	7	6	6	8	7	8	5	7	6	7	6	7	6	6	6	6	6	7	6	5	7	7	7	5	8	7	6	6	6	6
728642	10	7	9	7	9	9	8	8	8	7	8	9	8	8	9	10	10	9	8	10	9	9	8	8	11	8	8	8	10	9	10
85452	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	4	5	5	5	5	5	6	5	5	4	5	5	5	4	5	5
100506022	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	5	5
3155	6	5	5	6	6	6	6	6	6	6	6	5	6	6	5	7	6	6	6	6	6	5	6	6	6	6	6	6	6	6	6
3925	13	13	14	12	7	9	8	11	12	11	13	16	11	15	10	14	13	14	10	13	12	10	8	10	13	10	11	14	13	16	11
101928728	5	6	5	5	5	6	6	6	5	5	5	5	5	5	5	5	5	5	6	5	5	5	4	5	5	5	4	5	5	5	5
653160	6	7	6	6	7	6	7	6	6	6	6	6	7	6	6	6	6	6	6	5	5	6	7	6	6	6	6	6	6	6	6
6421	9	9	9	8	7	8	8	8	8	8	9	10	9	9	8	9	8	9	7	10	8	7	8	9	9	8	8	9	10	9	9
8569	7	7	6	7	7	7	7	7	7	7	7	7	7	7	7	10	7	7	7	8	7	7	7	7	8	7	7	8	7	7	7
64756	6	6	6	7	6	6	6	6	6	6	7	6	6	6	6	7	6	7	6	7	6	6	6	7	6	6	6	7	7	6	6
6886	5	6	6	5	5	5	5	6	6	5	5	5	5	6	6	6	6	6	5	6	5	5	5	5	6	5	5	5	5	5	6
105378712	5	5	5	5	5	6	5	5	5	4	6	5	5	5	5	5	5	5	6	5	5	5	6	6	4	5	5	4	4	5	5
51668	8	7	8	6	6	6	7	6	6	6	7	6	7	6	8	10	8	8	7	7	8	6	7	7	8	7	7	8	9	9	7
1600	4	4	4	5	5	5	5	5	4	5	4	4	4	5	5	4	4	4	5	5	5	4	5	5	4	5	4	4	3	4	4
115209	6	5	6	6	6	6	6	6	6	5	5	6	6	6	6	6	6	5	6	5	6	6	6	7	6	6	7	5	6	6	6
5733	5	5	5	5	5	6	5	6	5	5	5	4	5	5	4	5	5	5	5	5	5	5	5	5	5	4	5	5	4	6	5
400761	6	5	5	6	5	5	5	6	6	5	5	5	6	5	5	5	6	5	5	5	5	5	6	5	5	5	5	5	5	5	5
84265	6	6	5	5	6	6	6	5	6	5	6	5	5	6	5	5	5	5	6	6	6	6	6	6	5	6	6	5	5	5	6
200030	11	10	10	10	10	10	10	8	11	9	11	8	8	8	8	9	8	8	10	9	8	7	8	11	9	11	11	9	10	10	9
102724536	8	8	8	9	9	8	9	7	9	9	8	8	9	8	9	12	8	9	9	8	8	8	8	10	8	9	9	9	10	8	8
440686	7	6	8	7	5	6	6	6	6	5	7	6	6	7	6	6	7	6	5	6	5	4	5	6	6	7	7	6	6	6	6
6703	4	5	5	5	5	5	5	5	5	4	5	4	4	4	4	4	4	4	5	5	5	4	5	5	3	4	4	4	4	4	4
6284	7	6	8	6	7	6	7	6	7	7	7	6	7	7	7	7	7	8	6	7	6	6	7	8	8	7	8	8	8	7	8
90780	6	7	5	6	6	7	7	6	6	6	6	6	5	6	5	5	5	6	5	5	5	6	5	6	5	7	7	5	5	6	6
4582	10	7	11	7	9	8	11	8	7	10	7	7	11	10	8	6	9	7	11	14	12	8	6	8	10	11	9	10	8	8	14
117981789	6	6	5	5	7	6	5	6	6	6	5	6	5	5	6	4	5	5	6	5	5	6	5	5	5	5	5	5	4	4	6
50717	8	8	8	8	7	7	7	7	8	7	8	8	7	8	8	8	9	8	8	7	7	7	7	8	9	8	8	9	8	8	8
8490	5	6	5	5	5	5	5	6	5	5	5	5	5	5	6	6	6	6	6	5	6	5	5	5	5	5	5	6	6	5	5
400794	5	6	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	5	5
730102	7	7	7	7	7	7	7	7	7	6	7	6	7	6	7	7	6	6	7	7	6	7	6	7	7	7	7	7	7	7	7
84320	7	6	7	6	6	6	7	6	7	6	6	6	7	7	6	7	6	8	7	7	6	6	6	6	7	6	6	7	8	7	7
7139	7	8	6	7	6	7	7	7	6	6	6	6	10	6	7	5	6	6	7	6	6	6	7	6	5	8	8	6	6	5	10
101669762	5	5	5	5	6	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	6	5	5	5	6
2104	5	6	5	5	6	5	6	5	5	5	5	5	5	5	5	4	5	5	5	5	6	5	5	5	4	5	5	4	6	4	5
441155	7	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	7	6	6	6	7	7	7
105372937	5	5	5	5	5	5	5	5	5	5	4	5	5	5	4	4	4	5	5	5	5	4	5	5	4	5	5	4	4	4	5
107985323	6	7	5	6	6	7	6	7	6	6	6	5	5	5	5	5	6	6	6	5	6	6	6	6	5	6	6	5	4	5	5
101927553	6	5	6	5	7	5	6	5	6	5	5	4	6	5	6	4	5	4	5	4	6	6	5	6	5	5	6	4	4	4	5
51742	8	8	7	8	7	6	8	7	7	7	8	8	7	7	7	8	8	10	8	8	8	7	7	7	9	7	8	9	9	7	8
3192	8	8	8	8	7	7	7	7	7	6	7	7	7	7	8	7	7	7	8	7	8	7	7	6	7	6	6	8	9	8	8
57116	6	7	7	6	6	5	6	7	6	6	7	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	7	7	7	6	6
93474	4	6	5	5	6	6	6	5	6	6	5	5	6	5	5	5	5	6	5	5	5	5	6	5	4	5	6	5	4	5	5
7678	7	8	7	8	7	6	7	9	7	6	7	7	7	6	6	6	7	6	7	6	7	6	6	7	7	7	7	8	9	7	8
63036	5	5	6	6	6	6	6	6	6	6	6	6	5	6	6	5	5	5	5	6	5	6	6	6	5	6	6	5	5	5	6
51032	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	4	5	5
4681	6	6	5	6	6	6	6	5	6	6	6	6	6	6	6	6	6	6	6	5	6	5	6	6	6	6	6	6	5	5	6
128209	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	4	5	5	5	4	5	5
54810	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5
389	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6	6	7	7	6	7	7	7	7	7
333926	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	5	5	6	6	5	6	6	6	6	6	6	6	5	5	6
5824	7	7	7	7	7	6	7	7	6	7	7	7	7	6	7	7	7	7	7	7	7	7	6	7	7	7	7	7	7	7	7
3898	7	7	7	7	6	6	6	7	6	6	7	7	8	6	6	5	7	6	7	7	6	6	6	6	6	6	6	8	7	6	8
183	6	6	5	5	6	5	5	6	6	5	5	5	6	5	6	5	5	5	6	6	5	6	5	6	6	6	6	5	6	5	6
1188	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	6	5	5	5	5	5
9095	6	6	6	6	6	5	6	5	6	5	6	6	6	6	6	5	6	8	5	6	5	5	5	6	6	6	6	6	6	6	6
3075	7	6	6	6	7	8	7	6	6	7	6	6	6	7	7	7	7	7	7	6	6	6	7	6	7	8	6	7	6	7	6
10877	5	6	5	5	5	5	5	5	4	5	5	4	5	5	5	4	5	5	5	5	5	5	5	5	4	4	5	6	4	4	5
10878	5	6	5	5	6	6	5	5	5	6	5	5	6	5	6	5	5	5	6	5	5	5	6	6	5	5	5	5	5	5	5
3078	6	6	6	6	6	6	6	5	6	6	6	6	6	6	6	5	6	6	6	6	5	6	6	6	5	6	5	5	5	6	5
3080	5	5	5	6	6	6	5	6	6	5	5	6	5	5	5	5	5	5	6	5	6	5	6	5	5	5	5	4	5	5	5
2782	9	8	9	9	8	9	8	9	9	9	10	9	9	10	10	11	10	9	9	10	9	9	8	9	11	10	9	9	11	9	9
6491	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	7	5	6	6	6	6	6	7	5	6	7	6	7	6
2630	7	7	7	6	7	7	7	6	7	7	7	7	6	6	6	7	7	7	7	7	7	7	6	7	8	7	7	7	7	7	7
55249	9	8	9	8	8	8	8	8	9	8	9	8	8	9	8	8	9	9	8	8	9	8	8	8	9	8	8	9	9	8	8
54856	8	7	8	8	7	7	7	6	7	7	8	7	7	8	7	8	8	8	7	8	7	7	7	7	8	7	8	8	9	8	8
2214	7	7	5	7	6	7	7	7	7	7	7	7	6	7	7	9	8	7	7	7	6	7	7	6	8	7	7	6	7	7	7
2215	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	7	7	6	6	6	6	7	7	6	7	6	6	6	6	6	6
10136	6	6	5	6	6	6	6	6	6	5	5	5	5	5	5	5	5	5	6	5	5	6	6	6	5	6	5	5	5	5	5
23436	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	6	6	6	6	5	6	6	5	5	5	6
56181	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	7	6	6	6	6	6	6	6	7	7	6
57190	8	8	9	8	8	8	8	8	7	8	8	8	8	8	8	10	8	8	7	9	8	7	8	8	9	8	8	9	9	9	9
728116	5	6	6	5	6	5	5	5	5	5	6	5	5	6	5	5	5	6	5	6	6	5	6	6	6	6	6	6	5	6	5
79729	7	7	7	7	7	8	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	8	7	7	7	8	6	7	7
79717	8	7	8	7	7	7	8	7	8	8	8	8	7	8	8	8	8	7	7	8	8	7	7	8	8	7	7	8	8	8	8
7268	6	6	6	6	6	6	7	6	6	6	6	7	6	6	6	7	7	6	6	6	6	6	7	7	7	6	6	7	7	7	7
148534	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5
8338	9	9	9	9	8	7	8	7	8	8	10	9	9	9	8	9	10	9	9	9	8	8	8	8	9	8	8	9	9	8	9
51027	7	7	7	7	6	6	7	6	7	7	7	6	7	7	6	6	6	6	7	7	7	7	7	7	6	7	7	7	7	6	6
79626	8	7	7	7	7	7	7	7	7	7	7	6	7	6	7	7	7	6	7	7	6	7	7	6	6	6	6	6	6	6	7
149095	6	6	6	6	6	6	6	6	6	6	6	5	6	6	5	5	6	6	6	5	6	6	6	6	5	6	6	5	5	5	6
8751	8	7	8	7	7	7	8	7	7	7	8	7	7	7	7	8	7	8	7	9	8	7	7	7	7	7	8	8	8	8	8
1945	6	5	6	6	5	5	6	5	5	5	6	6	5	6	5	5	6	6	6	6	6	5	5	6	6	5	6	6	6	6	6
57863	5	5	5	6	6	6	5	6	5	5	5	5	5	5	6	5	5	5	6	6	5	5	5	5	5	5	6	6	5	5	5
2213	6	6	6	7	7	6	6	7	7	6	6	6	6	6	6	9	7	6	7	6	6	6	6	6	8	7	7	6	7	6	6
58480	6	7	6	7	6	6	6	6	6	6	6	7	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
80834	5	5	5	5	5	5	5	4	5	5	5	5	5	5	4	4	4	5	6	5	4	5	5	5	4	5	5	4	4	4	5
8659	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
126917	6	6	6	6	6	6	6	7	6	6	6	6	6	7	6	7	6	7	6	6	6	6	6	6	7	6	6	7	6	6	6
9204	6	6	7	6	6	6	6	6	7	6	6	6	6	6	6	7	6	6	6	6	6	6	6	7	7	7	6	6	6	6	7
64121	6	6	6	6	6	6	6	6	6	7	7	6	6	6	6	8	6	7	6	7	6	6	6	7	7	6	6	6	7	6	6
148932	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	7	6	6	6	6	6	6	6	7	7	7	7	6	6	6	6
9813	8	8	8	9	7	8	8	8	8	8	8	8	8	7	8	9	8	8	7	8	8	8	7	8	9	8	8	9	9	8	8
2634	7	6	7	7	6	6	6	7	8	8	7	9	8	7	9	9	8	9	6	7	6	6	7	6	9	9	7	7	8	8	8
388646	6	5	5	6	5	6	6	6	6	5	5	5	6	5	6	5	5	6	5	6	5	5	6	5	6	6	5	5	6	5	6
254268	5	6	5	5	6	6	6	5	6	5	5	5	5	5	5	5	5	5	6	5	5	5	6	5	5	5	5	5	5	5	5
23155	7	7	7	7	6	6	6	6	7	7	7	8	7	7	7	8	7	7	6	7	7	6	7	7	8	7	7	8	8	8	7
10286	9	8	9	8	8	8	8	8	8	8	9	9	8	9	7	10	9	8	8	8	7	7	7	8	9	8	8	10	10	10	8
163259	5	6	6	5	6	6	6	6	5	5	5	6	6	6	6	5	5	5	6	6	6	5	6	5	5	5	6	5	5	6	6
100288142	19	19	19	19	19	19	19	17	19	19	19	19	19	19	19	19	19	19	19	19	19	18	18	19	19	19	19	19	19	19	19
29765	6	5	5	6	6	5	6	6	6	6	6	5	6	6	6	5	5	5	6	5	6	5	6	6	5	6	6	5	5	5	6
6944	9	7	8	8	7	7	7	7	8	7	8	7	7	8	7	8	8	8	7	8	7	7	6	7	8	7	8	8	8	7	7
339398	6	7	6	6	7	6	6	6	6	6	6	6	6	6	6	6	5	6	6	6	5	6	6	6	5	7	7	5	5	6	6
6097	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	5	5	6	7	6	6	6	6	5	6	6	5	5	5	6
6701	6	5	5	6	6	6	5	5	6	5	6	5	6	5	5	5	5	5	5	5	5	4	6	7	5	5	6	4	4	5	5
6705	5	5	4	5	5	5	5	5	5	4	4	4	5	4	3	4	5	4	5	4	4	5	4	4	4	4	5	3	3	3	3
6700	6	6	6	6	6	6	6	4	6	6	6	5	6	6	5	5	5	5	6	5	6	6	5	6	5	6	6	5	4	7	5
6464	8	8	8	8	8	8	8	8	8	9	8	8	8	9	8	10	8	8	8	8	8	8	8	9	10	8	8	9	9	9	9
200185	7	7	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	6	7	7	6	7	7	7	8	7
29920	7	7	7	7	6	6	7	7	7	7	7	6	7	6	7	7	7	7	6	7	7	7	7	7	7	6	7	7	7	7	7
10637	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	6	5	5	5	6	5	5	6	5	5	5	5
343169	5	6	6	6	6	6	6	6	5	5	6	5	6	5	5	5	5	5	5	6	6	6	7	7	5	6	7	5	5	5	6
388761	5	5	5	5	6	6	6	5	5	5	5	5	6	6	6	5	5	6	6	5	5	5	6	6	5	5	5	5	4	5	5
2944	6	6	6	7	7	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	5	6
9722	7	6	7	7	7	6	7	6	7	6	6	7	6	6	6	6	6	7	6	7	6	7	6	6	6	6	7	6	6	6	6
84066	6	6	6	6	6	6	6	6	6	6	6	5	6	6	6	5	6	6	6	5	6	6	6	6	5	6	6	5	5	5	6
391123	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6
25790	6	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6	5	5	5	5
101927362	5	5	6	5	5	5	5	6	6	5	5	5	5	5	4	5	6	5	5	5	5	5	6	6	5	5	5	4	5	5	5
105373352	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	4	5	5	5	5	5	4	4	5	5	4	4	4	4
54221	5	5	5	6	6	6	6	5	6	5	6	5	6	5	5	5	5	5	5	5	5	5	5	5	5	6	6	5	5	6	5
7173	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5
730811	5	6	4	5	5	5	4	5	5	5	5	6	5	5	5	5	4	5	5	5	5	6	4	5	4	5	6	5	4	4	5
100506054	6	6	6	6	6	6	6	6	6	7	6	7	6	6	7	6	7	7	6	6	7	7	7	6	6	6	6	6	6	6	6
6201	6	6	7	7	6	6	6	7	7	7	7	7	6	7	7	7	7	7	6	7	7	6	6	6	6	6	6	7	8	7	7
78989	5	6	6	6	6	6	6	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	6	6	5	6	6	5	5	5	5
55821	5	5	5	6	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	6	5	5	5	5	5	4	4	5	5
728597	5	5	5	6	5	5	5	6	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	4	5	5
6664	6	6	7	7	6	6	6	6	6	6	6	7	6	6	6	5	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6
112268411	5	5	4	5	5	5	4	5	5	4	5	4	5	5	5	4	4	5	5	4	5	4	5	6	4	5	5	4	4	4	5
91543	6	7	8	6	6	6	6	6	6	6	6	5	6	6	6	6	7	6	6	6	5	5	6	6	6	7	6	5	5	5	7
9781	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6
100506274	5	6	5	5	6	6	6	5	6	5	5	5	5	6	5	5	5	5	5	5	5	6	6	6	5	5	5	5	5	5	5
3398	7	7	7	7	7	7	7	7	7	7	6	7	6	7	7	7	7	7	7	7	7	7	7	7	7	6	7	8	7	7	6
8853	7	7	9	7	6	6	7	7	6	7	7	8	7	7	6	8	7	8	7	7	7	6	6	7	7	6	7	8	7	7	7
51692	7	7	8	8	7	6	7	7	7	7	7	8	7	7	6	8	7	8	7	7	8	7	7	7	7	7	7	8	9	7	7
285148	8	7	8	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	6	6	7	7	7	7	8	8	7	7
9014	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
29841	7	9	9	9	7	7	7	7	7	7	7	9	7	7	7	6	8	8	7	7	8	7	7	7	6	7	7	9	8	7	7
8462	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	7	7	7	7	6	7	7	8	6	7
6241	6	6	7	6	6	6	6	6	6	7	7	7	6	7	6	7	7	7	6	7	7	6	6	6	6	6	6	6	6	7	6
3241	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	5	6
245973	6	7	8	7	6	6	6	6	6	6	8	7	6	6	6	5	6	6	6	6	6	6	6	6	6	6	6	7	6	7	6
3754	5	5	5	5	4	5	5	5	5	5	5	5	5	6	5	4	5	5	5	5	5	6	5	5	4	5	5	4	4	5	5
130813	5	5	5	5	5	6	5	6	5	5	5	6	5	6	5	5	5	5	6	5	5	5	6	5	5	5	5	5	4	5	5
130814	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	8	7	8	7	7	7	7	8	8	7	8	7	7	7
100874055	6	7	6	6	6	6	6	5	7	5	6	6	6	5	5	5	5	6	6	6	5	6	6	7	5	6	6	5	5	5	5
9687	5	5	5	6	6	5	5	6	5	5	5	5	5	5	6	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5
23175	6	7	7	7	7	7	7	7	7	7	7	7	6	6	7	7	7	7	6	7	6	7	7	7	7	7	7	7	8	6	7
100506405	6	6	6	7	7	6	7	6	7	5	7	6	6	6	6	5	6	6	6	7	7	6	7	6	6	7	6	5	6	6	6
28951	7	7	8	8	7	7	7	7	7	8	7	8	6	7	8	7	8	7	7	7	7	7	7	7	7	7	7	8	7	7	7
100422986	8	7	7	8	8	7	8	8	7	7	7	8	7	7	7	8	7	6	8	7	7	7	7	8	7	7	8	7	7	8	7
151354	6	6	7	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6
1653	8	8	9	8	7	7	7	7	8	8	8	9	7	7	7	9	8	8	7	8	9	7	7	8	8	7	8	9	9	8	7
101926966	6	6	5	6	6	6	6	6	6	5	6	6	5	5	6	5	5	5	5	6	5	6	6	6	5	5	6	5	5	5	6
103752554	5	5	5	5	5	6	6	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5
4613	5	5	6	5	5	5	5	5	5	6	5	6	5	6	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5
7447	7	7	7	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	5	6	6
348654	7	7	7	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	7	7	7	6
343930	5	6	6	6	6	6	7	6	7	6	6	6	6	6	6	5	6	6	6	6	6	6	6	6	5	6	5	5	5	5	5
100616307	6	6	6	6	6	6	6	6	7	6	6	5	6	6	6	6	6	5	6	6	6	6	6	6	6	8	7	6	5	5	6
400946	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
101928222	5	4	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	4	5	4	4
388	8	8	8	8	8	7	8	8	8	9	8	8	7	8	9	8	8	8	8	9	8	7	7	7	8	7	8	9	8	8	8
151449	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5
101928271	5	6	5	5	6	5	5	6	5	5	5	5	7	5	5	5	5	6	5	6	5	5	6	5	4	5	5	4	4	5	5
100129278	5	5	5	5	6	6	6	5	5	5	5	5	5	5	5	5	5	5	6	5	6	5	5	5	5	5	5	5	5	5	5
114818	5	6	5	5	5	5	5	5	5	5	5	5	6	6	6	5	5	5	5	5	5	6	5	6	5	5	5	5	5	5	6
165324	7	7	7	7	6	7	7	6	7	7	7	8	7	7	7	7	7	7	7	7	7	6	7	7	7	7	7	7	7	7	7
8648	8	7	7	8	7	7	7	7	7	7	7	8	6	7	7	8	8	7	7	8	8	7	7	7	8	7	7	8	8	8	7
79172	7	6	7	7	6	6	6	6	7	7	7	7	7	7	7	7	7	6	7	7	7	7	6	6	7	6	7	7	7	7	7
729723	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	6	6	6	5	6	6	5	5	5	5
22979	6	6	6	6	6	6	6	6	6	5	5	6	5	6	5	5	5	6	6	5	6	7	5	6	6	6	6	6	6	5	5
106144568	5	6	5	5	5	5	5	6	5	4	5	5	5	5	5	5	5	4	5	5	6	6	6	5	5	5	5	4	4	4	4
10890	11	10	10	10	9	9	9	9	9	10	10	11	9	10	9	11	10	9	10	10	11	9	8	10	10	9	9	11	11	11	10
150946	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5
3032	7	6	7	7	6	6	6	6	6	6	6	7	6	6	6	8	7	7	6	7	8	6	6	6	7	6	6	7	8	7	6
85465	6	6	7	7	6	6	6	6	6	7	7	7	6	6	6	7	6	7	6	6	6	6	6	6	7	6	7	7	8	7	6
92749	5	5	5	5	6	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	6	6	5	5	5	5	5	4	5	5
339778	5	6	5	6	6	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	6	5	5	5	4	5	5	4	5	5	5
3777	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	5	6	6
56896	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	4	5	5
22924	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	7	6	7	6	6	7	6	7	6	7
54867	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	8	7	8	7	8	8	7	7	7	8	7	7	8	8	8	8
60509	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6
